,Customer ID,Age,Gender,Product,Category,Location,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Date,Quantity,Purchase Amount (USD),Sales,Holiday,Year,Month,Day,Age Group,Previous Purchases Group
2855,2856,29,Female,Boots,Footwear,Mississippi,Winter,3.8,False,False,False,33,Quarterly,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Young Adult,31-40
2856,2857,65,Female,Jacket,Outerwear,Iowa,Winter,3.5,False,False,False,31,Monthly,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Senior,31-40
2857,2858,44,Female,Dress,Clothing,Utah,Spring,3.8,False,False,False,35,Monthly,2024-01-01,3,93,128.0,No Holiday,2024,1,1,Adult,31-40
2858,2859,34,Female,Jeans,Clothing,Maryland,Summer,3.8,False,False,False,46,Monthly,2024-01-01,3,87,128.0,No Holiday,2024,1,1,Young Adult,41-50
2859,2860,31,Female,Shorts,Clothing,Utah,Fall,3.4,False,False,False,29,Annually,2024-01-01,3,32,128.0,No Holiday,2024,1,1,Young Adult,21-30
2860,2861,28,Female,Shirt,Clothing,Rhode Island,Spring,2.9,False,False,False,49,Weekly,2024-01-01,3,38,128.0,No Holiday,2024,1,1,Young Adult,41-50
2861,2862,66,Female,Coat,Outerwear,Maryland,Fall,3.4,False,False,False,27,Monthly,2024-01-01,3,54,128.0,No Holiday,2024,1,1,Elderly,21-30
2862,2863,68,Female,Coat,Outerwear,Hawaii,Summer,4.7,False,False,False,5,Every 3 Months,2024-01-01,3,75,128.0,No Holiday,2024,1,1,Elderly,0-10
2863,2864,37,Female,T-shirt,Clothing,Connecticut,Fall,3.9,False,False,False,18,Monthly,2024-01-01,3,56,128.0,No Holiday,2024,1,1,Adult,11-20
2864,2865,58,Female,Sweater,Clothing,Illinois,Fall,3.6,False,False,False,31,Weekly,2024-01-01,3,43,128.0,No Holiday,2024,1,1,Senior,31-40
2865,2866,28,Female,Skirt,Clothing,California,Fall,3.7,False,False,False,27,Fortnightly,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Young Adult,21-30
2866,2867,54,Female,Blouse,Clothing,Connecticut,Summer,3.1,False,False,False,19,Annually,2024-01-01,3,75,128.0,No Holiday,2024,1,1,Senior,11-20
2867,2868,21,Female,Sneakers,Footwear,Colorado,Summer,4.9,False,False,False,33,Fortnightly,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Young Adult,31-40
2868,2869,45,Female,Backpack,Accessories,Colorado,Winter,2.6,False,False,False,42,Every 3 Months,2024-01-01,3,49,128.0,No Holiday,2024,1,1,Adult,41-50
2869,2870,57,Female,Socks,Clothing,Georgia,Summer,4.2,False,False,False,16,Weekly,2024-01-01,3,58,128.0,No Holiday,2024,1,1,Senior,11-20
2870,2871,47,Female,Jewelry,Accessories,North Dakota,Winter,4.8,False,False,False,49,Every 3 Months,2024-01-01,3,34,128.0,No Holiday,2024,1,1,Adult,41-50
2871,2872,46,Female,Shorts,Clothing,Idaho,Summer,2.7,False,False,False,40,Bi-Weekly,2024-01-01,3,43,128.0,No Holiday,2024,1,1,Adult,41-50
2872,2873,63,Female,Jewelry,Accessories,Connecticut,Fall,2.6,False,False,False,5,Annually,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Senior,0-10
2873,2874,44,Female,Sweater,Clothing,Montana,Spring,2.6,False,False,False,8,Monthly,2024-01-01,3,40,128.0,No Holiday,2024,1,1,Adult,0-10
2874,2875,36,Female,Shirt,Clothing,Colorado,Summer,3.1,False,False,False,2,Annually,2024-01-01,3,29,128.0,No Holiday,2024,1,1,Adult,0-10
2875,2876,24,Female,Pants,Clothing,Kentucky,Fall,2.6,False,False,False,14,Weekly,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Young Adult,11-20
2876,2877,65,Female,Hoodie,Clothing,New Mexico,Spring,3.4,False,False,False,5,Fortnightly,2024-01-01,3,84,128.0,No Holiday,2024,1,1,Senior,0-10
2877,2878,32,Female,Socks,Clothing,New Jersey,Summer,3.6,False,False,False,34,Monthly,2024-01-01,3,46,128.0,No Holiday,2024,1,1,Young Adult,31-40
2878,2879,63,Female,Dress,Clothing,California,Summer,4.3,False,False,False,13,Annually,2024-01-01,3,86,128.0,No Holiday,2024,1,1,Senior,11-20
2879,2880,62,Female,Blouse,Clothing,North Dakota,Winter,4.9,False,False,False,31,Annually,2024-01-01,3,57,128.0,No Holiday,2024,1,1,Senior,31-40
2880,2881,19,Female,Skirt,Clothing,Florida,Winter,4.8,False,False,False,43,Quarterly,2024-01-01,3,61,128.0,No Holiday,2024,1,1,Young Adult,41-50
2881,2882,38,Female,Backpack,Accessories,Texas,Winter,4.2,False,False,False,6,Annually,2024-01-01,3,90,128.0,No Holiday,2024,1,1,Adult,0-10
2882,2883,59,Female,Blouse,Clothing,Oklahoma,Winter,2.6,False,False,False,23,Bi-Weekly,2024-01-01,3,51,128.0,No Holiday,2024,1,1,Senior,21-30
2883,2884,22,Female,Socks,Clothing,Rhode Island,Spring,3.2,False,False,False,10,Weekly,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Young Adult,11-20
2884,2885,55,Female,Boots,Footwear,Arkansas,Summer,3.4,False,False,False,47,Every 3 Months,2024-01-01,3,50,128.0,No Holiday,2024,1,1,Senior,41-50
2885,2886,29,Female,Backpack,Accessories,Nevada,Summer,3.5,False,False,False,14,Bi-Weekly,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Young Adult,11-20
2886,2887,42,Female,Hat,Accessories,Utah,Spring,4.2,False,False,False,29,Weekly,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Adult,21-30
2887,2888,23,Female,Sandals,Footwear,Kentucky,Winter,2.8,False,False,False,12,Bi-Weekly,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Young Adult,11-20
2888,2889,70,Female,Hoodie,Clothing,Wisconsin,Spring,5.0,False,False,False,25,Quarterly,2024-01-01,3,42,128.0,No Holiday,2024,1,1,Elderly,21-30
2889,2890,64,Female,Sunglasses,Accessories,Minnesota,Fall,3.3,False,False,False,21,Annually,2024-01-01,3,43,128.0,No Holiday,2024,1,1,Senior,21-30
2890,2891,39,Female,Jeans,Clothing,North Dakota,Winter,3.7,False,False,False,23,Monthly,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Adult,21-30
2891,2892,47,Female,T-shirt,Clothing,Ohio,Winter,2.5,False,False,False,10,Monthly,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Adult,11-20
2892,2893,22,Female,Dress,Clothing,Nevada,Spring,3.2,False,False,False,47,Monthly,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Young Adult,41-50
2893,2894,69,Female,Belt,Accessories,Kentucky,Spring,3.1,False,False,False,44,Every 3 Months,2024-01-01,3,20,128.0,No Holiday,2024,1,1,Elderly,41-50
2894,2895,35,Female,Jewelry,Accessories,Kentucky,Spring,3.5,False,False,False,41,Annually,2024-01-01,3,32,128.0,No Holiday,2024,1,1,Young Adult,41-50
2895,2896,56,Female,Hoodie,Clothing,Montana,Summer,4.6,False,False,False,29,Monthly,2024-01-01,3,86,128.0,No Holiday,2024,1,1,Senior,21-30
2896,2897,30,Female,Blouse,Clothing,Delaware,Summer,3.3,False,False,False,2,Every 3 Months,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Young Adult,0-10
2897,2898,43,Female,Jacket,Outerwear,Montana,Fall,2.5,False,False,False,2,Fortnightly,2024-01-01,3,59,128.0,No Holiday,2024,1,1,Adult,0-10
2898,2899,23,Female,Sneakers,Footwear,New Jersey,Summer,4.6,False,False,False,29,Annually,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Young Adult,21-30
2899,2900,50,Female,Boots,Footwear,Nebraska,Spring,4.2,False,False,False,22,Fortnightly,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Adult,21-30
2900,2901,41,Female,Blouse,Clothing,Maryland,Winter,4.0,False,False,False,23,Bi-Weekly,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Adult,21-30
2901,2902,41,Female,Blouse,Clothing,Alabama,Winter,2.6,False,False,False,46,Quarterly,2024-01-01,3,43,128.0,No Holiday,2024,1,1,Adult,41-50
2902,2903,27,Female,Boots,Footwear,North Carolina,Spring,4.6,False,False,False,19,Bi-Weekly,2024-01-01,3,32,128.0,No Holiday,2024,1,1,Young Adult,11-20
2903,2904,38,Female,Scarf,Accessories,Delaware,Spring,3.5,False,False,False,24,Every 3 Months,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Adult,21-30
2904,2905,41,Female,Sandals,Footwear,Iowa,Spring,4.0,False,False,False,43,Monthly,2024-01-01,3,41,128.0,No Holiday,2024,1,1,Adult,41-50
2905,2906,58,Female,Sunglasses,Accessories,New York,Winter,4.8,False,False,False,14,Fortnightly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Senior,11-20
2906,2907,58,Female,Coat,Outerwear,Virginia,Spring,3.9,False,False,False,7,Annually,2024-01-01,3,27,128.0,No Holiday,2024,1,1,Senior,0-10
2907,2908,19,Female,Sunglasses,Accessories,Maryland,Summer,3.7,False,False,False,50,Bi-Weekly,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Young Adult,50+
2908,2909,43,Female,Blouse,Clothing,Texas,Winter,3.1,False,False,False,15,Every 3 Months,2024-01-01,3,87,128.0,No Holiday,2024,1,1,Adult,11-20
2909,2910,27,Female,Backpack,Accessories,Louisiana,Winter,3.0,False,False,False,40,Every 3 Months,2024-01-01,3,78,128.0,No Holiday,2024,1,1,Young Adult,41-50
2910,2911,32,Female,Belt,Accessories,Mississippi,Summer,2.9,False,False,False,41,Monthly,2024-01-01,3,32,128.0,No Holiday,2024,1,1,Young Adult,41-50
2911,2912,28,Female,Socks,Clothing,Ohio,Fall,2.9,False,False,False,34,Quarterly,2024-01-01,3,38,128.0,No Holiday,2024,1,1,Young Adult,31-40
2912,2913,48,Female,Shoes,Footwear,Oregon,Winter,4.0,False,False,False,27,Bi-Weekly,2024-01-01,3,37,128.0,No Holiday,2024,1,1,Adult,21-30
2913,2914,43,Female,Coat,Outerwear,Wyoming,Winter,3.5,False,False,False,12,Every 3 Months,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Adult,11-20
2914,2915,45,Female,Sweater,Clothing,Pennsylvania,Fall,3.8,False,False,False,1,Bi-Weekly,2024-01-01,3,72,128.0,No Holiday,2024,1,1,Adult,0-10
2915,2916,26,Female,Shirt,Clothing,Oregon,Fall,4.5,False,False,False,39,Bi-Weekly,2024-01-01,3,30,128.0,No Holiday,2024,1,1,Young Adult,31-40
2916,2917,62,Female,Shorts,Clothing,Oklahoma,Winter,2.7,False,False,False,13,Bi-Weekly,2024-01-01,3,66,128.0,No Holiday,2024,1,1,Senior,11-20
2917,2918,58,Female,Shirt,Clothing,Colorado,Winter,2.9,False,False,False,50,Annually,2024-01-01,3,45,128.0,No Holiday,2024,1,1,Senior,50+
2918,2919,19,Female,Sunglasses,Accessories,New York,Fall,4.9,False,False,False,36,Weekly,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Young Adult,31-40
2919,2920,64,Female,Shoes,Footwear,Minnesota,Winter,3.8,False,False,False,31,Monthly,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Senior,31-40
2920,2921,33,Female,Sunglasses,Accessories,Texas,Spring,4.9,False,False,False,3,Bi-Weekly,2024-01-01,3,72,128.0,No Holiday,2024,1,1,Young Adult,0-10
2921,2922,20,Female,Handbag,Accessories,Wisconsin,Fall,4.6,False,False,False,11,Fortnightly,2024-01-01,3,24,128.0,No Holiday,2024,1,1,Young Adult,11-20
2922,2923,45,Female,Sunglasses,Accessories,Kentucky,Winter,3.5,False,False,False,16,Quarterly,2024-01-01,3,68,128.0,No Holiday,2024,1,1,Adult,11-20
2923,2924,28,Female,Shirt,Clothing,Pennsylvania,Spring,4.2,False,False,False,12,Quarterly,2024-01-01,3,70,128.0,No Holiday,2024,1,1,Young Adult,11-20
2924,2925,47,Female,Shirt,Clothing,Rhode Island,Winter,3.7,False,False,False,37,Every 3 Months,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Adult,31-40
2925,2926,54,Female,Sweater,Clothing,Illinois,Spring,2.8,False,False,False,43,Every 3 Months,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Senior,41-50
2926,2927,64,Female,Handbag,Accessories,Maryland,Winter,4.8,False,False,False,9,Weekly,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Senior,0-10
2927,2928,45,Female,Shirt,Clothing,Missouri,Summer,2.7,False,False,False,15,Bi-Weekly,2024-01-01,3,24,128.0,No Holiday,2024,1,1,Adult,11-20
2928,2929,40,Female,Jewelry,Accessories,Alabama,Spring,3.6,False,False,False,17,Weekly,2024-01-01,3,80,128.0,No Holiday,2024,1,1,Adult,11-20
2929,2930,31,Female,Socks,Clothing,Maine,Winter,4.5,False,False,False,42,Fortnightly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Young Adult,41-50
2930,2931,38,Female,T-shirt,Clothing,Mississippi,Spring,4.0,False,False,False,14,Monthly,2024-01-01,3,50,128.0,No Holiday,2024,1,1,Adult,11-20
2931,2932,36,Female,Jewelry,Accessories,Alabama,Fall,4.5,False,False,False,49,Bi-Weekly,2024-01-01,3,31,128.0,No Holiday,2024,1,1,Adult,41-50
2932,2933,65,Female,Backpack,Accessories,Alaska,Spring,3.9,False,False,False,3,Quarterly,2024-01-01,3,88,128.0,No Holiday,2024,1,1,Senior,0-10
2933,2934,27,Female,Hat,Accessories,Illinois,Summer,3.8,False,False,False,28,Monthly,2024-01-01,3,52,128.0,No Holiday,2024,1,1,Young Adult,21-30
2934,2935,38,Female,Gloves,Accessories,Idaho,Fall,4.7,False,False,False,41,Quarterly,2024-01-01,3,22,128.0,No Holiday,2024,1,1,Adult,41-50
2935,2936,58,Female,Sneakers,Footwear,North Carolina,Spring,4.6,False,False,False,11,Weekly,2024-01-01,3,27,128.0,No Holiday,2024,1,1,Senior,11-20
2936,2937,31,Female,Skirt,Clothing,Washington,Spring,3.6,False,False,False,46,Weekly,2024-01-01,3,34,128.0,No Holiday,2024,1,1,Young Adult,41-50
2937,2938,28,Female,Handbag,Accessories,West Virginia,Spring,4.3,False,False,False,15,Weekly,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Young Adult,11-20
2938,2939,28,Female,Sunglasses,Accessories,Maine,Fall,3.0,False,False,False,15,Monthly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Young Adult,11-20
2939,2940,32,Female,Sweater,Clothing,Kentucky,Winter,4.3,False,False,False,34,Weekly,2024-01-01,3,46,128.0,No Holiday,2024,1,1,Young Adult,31-40
2940,2941,61,Female,Handbag,Accessories,Massachusetts,Summer,4.8,False,False,False,13,Monthly,2024-01-01,3,85,128.0,No Holiday,2024,1,1,Senior,11-20
2941,2942,38,Female,Skirt,Clothing,Pennsylvania,Spring,3.7,False,False,False,27,Monthly,2024-01-01,3,86,128.0,No Holiday,2024,1,1,Adult,21-30
2942,2943,54,Female,Socks,Clothing,Hawaii,Summer,2.6,False,False,False,37,Weekly,2024-01-01,3,63,128.0,No Holiday,2024,1,1,Senior,31-40
2943,2944,29,Female,Shirt,Clothing,Virginia,Spring,3.4,False,False,False,37,Monthly,2024-01-01,3,44,128.0,No Holiday,2024,1,1,Young Adult,31-40
2944,2945,50,Female,Sneakers,Footwear,New York,Summer,3.9,False,False,False,4,Every 3 Months,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Adult,0-10
2945,2946,32,Female,Belt,Accessories,Delaware,Summer,4.8,False,False,False,1,Every 3 Months,2024-01-01,3,49,128.0,No Holiday,2024,1,1,Young Adult,0-10
2946,2947,38,Female,Pants,Clothing,Hawaii,Spring,2.8,False,False,False,29,Quarterly,2024-01-01,3,77,128.0,No Holiday,2024,1,1,Adult,21-30
2947,2948,52,Female,Jewelry,Accessories,Nebraska,Spring,4.4,False,False,False,50,Annually,2024-01-01,3,63,128.0,No Holiday,2024,1,1,Senior,50+
2948,2949,61,Female,Pants,Clothing,Vermont,Winter,3.1,False,False,False,38,Bi-Weekly,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Senior,31-40
2949,2950,25,Female,Jewelry,Accessories,Iowa,Spring,3.8,False,False,False,15,Annually,2024-01-01,3,93,128.0,No Holiday,2024,1,1,Young Adult,11-20
2950,2951,22,Female,Jeans,Clothing,Iowa,Winter,4.1,False,False,False,44,Every 3 Months,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Young Adult,41-50
2951,2952,47,Female,Scarf,Accessories,Arkansas,Fall,4.6,False,False,False,14,Weekly,2024-01-01,3,99,128.0,No Holiday,2024,1,1,Adult,11-20
2952,2953,50,Female,Belt,Accessories,Alabama,Spring,4.9,False,False,False,5,Monthly,2024-01-01,3,24,128.0,No Holiday,2024,1,1,Adult,0-10
2953,2954,45,Female,Dress,Clothing,Maryland,Summer,4.8,False,False,False,11,Annually,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Adult,11-20
2954,2955,33,Female,T-shirt,Clothing,South Dakota,Winter,3.9,False,False,False,15,Annually,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Young Adult,11-20
2955,2956,42,Female,Boots,Footwear,Vermont,Winter,2.6,False,False,False,46,Annually,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Adult,41-50
2956,2957,52,Female,Dress,Clothing,Montana,Fall,3.7,False,False,False,30,Monthly,2024-01-01,3,88,128.0,No Holiday,2024,1,1,Senior,31-40
2957,2958,69,Female,Jewelry,Accessories,South Dakota,Fall,4.7,False,False,False,2,Annually,2024-01-01,3,70,128.0,No Holiday,2024,1,1,Elderly,0-10
2958,2959,55,Female,Skirt,Clothing,Ohio,Summer,4.5,False,False,False,28,Monthly,2024-01-01,3,100,128.0,No Holiday,2024,1,1,Senior,21-30
2959,2960,38,Female,Handbag,Accessories,Texas,Summer,4.7,False,False,False,9,Quarterly,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Adult,0-10
2960,2961,57,Female,Coat,Outerwear,Indiana,Spring,3.6,False,False,False,47,Weekly,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Senior,41-50
2961,2962,33,Female,Hoodie,Clothing,New Hampshire,Fall,2.8,False,False,False,21,Bi-Weekly,2024-01-01,3,43,128.0,No Holiday,2024,1,1,Young Adult,21-30
2962,2963,57,Female,Pants,Clothing,California,Fall,4.0,False,False,False,42,Every 3 Months,2024-01-01,3,40,128.0,No Holiday,2024,1,1,Senior,41-50
2963,2964,52,Female,Boots,Footwear,Maine,Spring,3.6,False,False,False,28,Weekly,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Senior,21-30
2964,2965,44,Female,Coat,Outerwear,Ohio,Fall,3.8,False,False,False,13,Fortnightly,2024-01-01,3,25,128.0,No Holiday,2024,1,1,Adult,11-20
2965,2966,48,Female,Scarf,Accessories,Delaware,Summer,4.4,False,False,False,25,Fortnightly,2024-01-01,3,45,128.0,No Holiday,2024,1,1,Adult,21-30
2966,2967,52,Female,Boots,Footwear,Oklahoma,Fall,2.8,False,False,False,38,Every 3 Months,2024-01-01,3,49,128.0,No Holiday,2024,1,1,Senior,31-40
2967,2968,34,Female,Sneakers,Footwear,Indiana,Summer,3.4,False,False,False,40,Annually,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Young Adult,41-50
2968,2969,26,Female,Sweater,Clothing,South Carolina,Fall,4.9,False,False,False,25,Every 3 Months,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Young Adult,21-30
2969,2970,36,Female,Belt,Accessories,Vermont,Fall,4.3,False,False,False,20,Every 3 Months,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Adult,21-30
2970,2971,24,Female,Jewelry,Accessories,Kansas,Winter,3.4,False,False,False,44,Bi-Weekly,2024-01-01,3,74,128.0,No Holiday,2024,1,1,Young Adult,41-50
2971,2972,30,Female,Handbag,Accessories,Utah,Fall,3.9,False,False,False,9,Every 3 Months,2024-01-01,3,100,128.0,No Holiday,2024,1,1,Young Adult,0-10
2972,2973,31,Female,Jacket,Outerwear,New York,Fall,4.2,False,False,False,11,Every 3 Months,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Young Adult,11-20
2973,2974,25,Female,Boots,Footwear,Indiana,Summer,2.7,False,False,False,3,Fortnightly,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Young Adult,0-10
2974,2975,57,Female,Sneakers,Footwear,Tennessee,Summer,4.1,False,False,False,34,Weekly,2024-01-01,3,99,128.0,No Holiday,2024,1,1,Senior,31-40
2975,2976,61,Female,Scarf,Accessories,Georgia,Winter,4.5,False,False,False,48,Every 3 Months,2024-01-01,3,68,128.0,No Holiday,2024,1,1,Senior,41-50
2976,2977,30,Female,Coat,Outerwear,Nebraska,Summer,2.8,False,False,False,28,Fortnightly,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Young Adult,21-30
2977,2978,38,Female,Shorts,Clothing,Washington,Winter,3.4,False,False,False,20,Annually,2024-01-01,3,47,128.0,No Holiday,2024,1,1,Adult,21-30
2978,2979,53,Female,Shorts,Clothing,Idaho,Spring,3.9,False,False,False,49,Fortnightly,2024-01-01,3,56,128.0,No Holiday,2024,1,1,Senior,41-50
2979,2980,31,Female,Jeans,Clothing,Louisiana,Fall,2.6,False,False,False,14,Weekly,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Young Adult,11-20
2980,2981,70,Female,Gloves,Accessories,New Jersey,Fall,4.4,False,False,False,9,Monthly,2024-01-01,3,93,128.0,No Holiday,2024,1,1,Elderly,0-10
2981,2982,21,Female,Pants,Clothing,Delaware,Winter,4.9,False,False,False,37,Annually,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Young Adult,31-40
2982,2983,33,Female,Dress,Clothing,Wisconsin,Summer,3.6,False,False,False,4,Weekly,2024-01-01,3,45,128.0,No Holiday,2024,1,1,Young Adult,0-10
2983,2984,60,Female,Pants,Clothing,West Virginia,Winter,2.8,False,False,False,1,Quarterly,2024-01-01,3,44,128.0,No Holiday,2024,1,1,Senior,0-10
2984,2985,45,Female,Gloves,Accessories,Texas,Spring,4.3,False,False,False,36,Bi-Weekly,2024-01-01,3,32,128.0,No Holiday,2024,1,1,Adult,31-40
2985,2986,46,Female,Belt,Accessories,Hawaii,Summer,3.0,False,False,False,21,Bi-Weekly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Adult,21-30
2986,2987,62,Female,Belt,Accessories,Arizona,Summer,3.3,False,False,False,16,Monthly,2024-01-01,3,85,128.0,No Holiday,2024,1,1,Senior,11-20
2987,2988,63,Female,Skirt,Clothing,Louisiana,Winter,2.5,False,False,False,42,Monthly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Senior,41-50
2988,2989,69,Female,Socks,Clothing,Nevada,Spring,5.0,False,False,False,31,Monthly,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Elderly,31-40
2989,2990,46,Female,Belt,Accessories,Rhode Island,Summer,4.3,False,False,False,6,Weekly,2024-01-01,3,20,128.0,No Holiday,2024,1,1,Adult,0-10
2990,2991,69,Female,Shirt,Clothing,Illinois,Fall,4.2,False,False,False,24,Monthly,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Elderly,21-30
2991,2992,66,Female,Dress,Clothing,Utah,Summer,3.9,False,False,False,7,Bi-Weekly,2024-01-01,3,71,128.0,No Holiday,2024,1,1,Elderly,0-10
2992,2993,41,Female,Socks,Clothing,North Dakota,Spring,3.9,False,False,False,25,Weekly,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Adult,21-30
2993,2994,32,Female,Jacket,Outerwear,Kansas,Spring,4.2,False,False,False,18,Bi-Weekly,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Young Adult,11-20
2994,2995,69,Female,Sweater,Clothing,Nevada,Winter,3.5,False,False,False,14,Quarterly,2024-01-01,3,100,128.0,No Holiday,2024,1,1,Elderly,11-20
2995,2996,29,Female,Jeans,Clothing,Virginia,Summer,2.5,False,False,False,42,Bi-Weekly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Young Adult,41-50
2996,2997,70,Female,Jewelry,Accessories,Utah,Spring,2.9,False,False,False,6,Every 3 Months,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Elderly,0-10
2997,2998,41,Female,Sweater,Clothing,Idaho,Spring,2.7,False,False,False,14,Every 3 Months,2024-01-01,3,40,128.0,No Holiday,2024,1,1,Adult,11-20
2998,2999,31,Female,Hoodie,Clothing,Alaska,Summer,4.7,False,False,False,30,Quarterly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Young Adult,31-40
2999,3000,31,Female,Sunglasses,Accessories,New Hampshire,Winter,3.8,False,False,False,10,Monthly,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Young Adult,11-20
3000,3001,57,Female,Sandals,Footwear,Ohio,Winter,3.7,False,False,False,7,Weekly,2024-01-01,3,70,128.0,No Holiday,2024,1,1,Senior,0-10
3001,3002,29,Female,Coat,Outerwear,Montana,Summer,4.7,False,False,False,28,Quarterly,2024-01-01,3,29,128.0,No Holiday,2024,1,1,Young Adult,21-30
3002,3003,70,Female,Belt,Accessories,Louisiana,Fall,3.6,False,False,False,19,Quarterly,2024-01-01,3,29,128.0,No Holiday,2024,1,1,Elderly,11-20
3003,3004,51,Female,Blouse,Clothing,Oregon,Fall,2.8,False,False,False,13,Every 3 Months,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Senior,11-20
3004,3005,45,Female,Skirt,Clothing,Arizona,Winter,3.7,False,False,False,23,Fortnightly,2024-01-01,3,79,128.0,No Holiday,2024,1,1,Adult,21-30
3005,3006,18,Female,Shorts,Clothing,Alaska,Spring,3.5,False,False,False,5,Weekly,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Child,0-10
3006,3007,37,Female,Dress,Clothing,Utah,Summer,3.7,False,False,False,17,Bi-Weekly,2024-01-01,3,99,128.0,No Holiday,2024,1,1,Adult,11-20
3007,3008,23,Female,Sunglasses,Accessories,New York,Winter,3.0,False,False,False,31,Weekly,2024-01-01,3,60,128.0,No Holiday,2024,1,1,Young Adult,31-40
3008,3009,39,Female,Shoes,Footwear,New Mexico,Winter,4.9,False,False,False,19,Weekly,2024-01-01,3,86,128.0,No Holiday,2024,1,1,Adult,11-20
3009,3010,62,Female,Belt,Accessories,Louisiana,Winter,4.6,False,False,False,8,Fortnightly,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Senior,0-10
3010,3011,70,Female,Belt,Accessories,Ohio,Winter,3.3,False,False,False,15,Annually,2024-01-01,3,45,128.0,No Holiday,2024,1,1,Elderly,11-20
3011,3012,20,Female,Belt,Accessories,Nevada,Summer,3.0,False,False,False,18,Every 3 Months,2024-01-01,3,70,128.0,No Holiday,2024,1,1,Young Adult,11-20
3012,3013,42,Female,Belt,Accessories,Idaho,Fall,3.5,False,False,False,16,Annually,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Adult,11-20
3013,3014,41,Female,Skirt,Clothing,Arizona,Summer,4.2,False,False,False,13,Monthly,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Adult,11-20
3014,3015,24,Female,T-shirt,Clothing,Utah,Spring,4.5,False,False,False,38,Every 3 Months,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Young Adult,31-40
3015,3016,37,Female,Scarf,Accessories,Wyoming,Spring,2.8,False,False,False,27,Bi-Weekly,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Adult,21-30
3016,3017,30,Female,Blouse,Clothing,Indiana,Summer,4.9,False,False,False,31,Quarterly,2024-01-01,3,26,128.0,No Holiday,2024,1,1,Young Adult,31-40
